Assembly accession	Name	NCBI taxonomy	GTDB taxonomy (r214)	External link 1	External link 2	Biosample accession	Bioproject accession	WGS accession	Sequencing platform	Submission date	Submitter	Title	PMID	DOI	Publish_date	Author	Geographic location	Environment	Geographic coordinates	point	Latitude	longitude	Completeness	Contamination	quality	# contigs	Largest contig	Total length	GC (%)	N50	N50	Assembly level
GCA_015233985.1	Nitrospirota_bacterium_nDC0425bin1	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetobacterium;<br>s__Magnetobacterium sp002753685	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015233985.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015233985.1"">GTDB</a>"	SAMN15005506	PRJNA400260	JADFWX000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Lake Dianchi	freshwater	24.908133 N 102.74605 E	(24.9033068, 102.7596249, 0.0)	24.9033068	102.7596249	96.97	1.82	High	178	169563	4037545	49.09	35907	34916	Scaffold
GCA_015234015.1	Magnetococcales_bacterium_nDCbin4	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp002753735	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015234015.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015234015.1"">GTDB</a>"	SAMN15005581	PRJNA400260	JADFWW000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Lake Dianchi	freshwater	24.908133 N 102.74605 E	(24.9033068, 102.7596249, 0.0)	24.9033068	102.7596249	97.48	2.1	High	149	180801	4493558	54.13	47506	47143	Scaffold
GCA_015234035.1	Magnetococcales_bacterium_nDCbin2	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp002753615	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015234035.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015234035.1"">GTDB</a>"	SAMN15005579	PRJNA400260	JADFWV000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Lake Dianchi	freshwater	24.908133 N 102.74605 E	(24.9033068, 102.7596249, 0.0)	24.9033068	102.7596249	94.91	2.52	High	311	95666	4466229	51.87	24333	22226	Scaffold
GCA_015234045.1	Magnetococcales_bacterium_nCLbin6	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__JADFWU01;<br>g__JADFWU01;<br>s__JADFWU01 sp015234045	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015234045.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015234045.1"">GTDB</a>"	SAMN15005553	PRJNA400260	JADFWU000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	Australia: Corunna Lake	freshwater	38.23694 S 144.42936 E	(-38.2382179, 144.4285999, 0.0)	-38.2382179	144.4285999	86.9	2.94	Medium	117	324607	3646512	47.56	61959	59251	Scaffold
GCA_015234065.1	Candidatus_Omnitrophica_bacterium_nCal2bin1	d__Bacteria;<br>p__Candidatus Omnitrophica;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Omnitrophota;<br>c__Koll11;<br>o__Zapsychrales;<br>f__Fredricksoniimonadaceae;<br>g__JADFWS01;<br>s__JADFWS01 sp015234065	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015234065.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015234065.1"">GTDB</a>"	SAMN15005518	PRJNA400260	JADFWS000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	Australia: Lake Catani	freshwater	36.73274 S 146.81226 E	(-36.7361569, 146.8096375, 0.0)	-36.7361569	146.8096375	83.95	3.23	Medium	176	47664	1746582	51.48	15478	15478	Contig
GCA_015234085.1	Nitrospinae_bacterium_nARSLQbin3	d__Bacteria;<br>p__Nitrospinae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospinota;<br>c__UBA7883;<br>o__UBA7883;<br>f__JACRLM01;<br>g__JADGAO01;<br>s__JADGAO01 sp015231995	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015234085.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015234085.1"">GTDB</a>"	SAMN15005484	PRJNA400260	JADFWQ000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	47.19788 N 119.92877 E	(47.20458, 119.92181, 0.0)	47.20458	119.92181	76.98	0.05	Medium	440	43549	2637238	54.88	7942	7917	Scaffold
GCA_015234115.1	Magnetococcales_bacterium_nARSLQbin1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__JAANAU01;<br>s__JAANAU01 sp015234115	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015234115.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015234115.1"">GTDB</a>"	SAMN15005590	PRJNA400260	JADFWP000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	47.19788 N 119.92877 E	(47.20458, 119.92181, 0.0)	47.20458	119.92181	70.17	0.0	Medium	161	188805	3310492	58.83	41237	37642	Scaffold
GCA_018606785.1	Candidatus_Magnetobacterium_sp._XYR	d__Bacteria;<br>p__Nitrospirae;<br>c__Nitrospira;<br>o__Nitrospirales;<br>f__Nitrospiraceae;<br>g__Candidatus Magnetobacterium;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetobacterium;<br>s__Magnetobacterium sp002753685	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018606785.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_018606785.1"">GTDB</a>"	SAMN18384533	PRJNA400260	JAGYWH000000000	Illumina HiSeq	2021-06-01 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Identification and Genomic Characterization of Two Previously Unknown Magnetotactic Nitrospirae	34385986.0	10.3389/fmicb.2021.690052	2021	Wensi Zhang	China: Shaanxi, Xianyang Lake	freshwater	34.33 N 108.72 E	(34.3287908, 108.7211303, 0.0)	34.3287908	108.7211303	96.06	2.73	High	195	210971	4233998	48.61	61028	61028	Scaffold
GCA_018606805.1	Candidatus_Magnetobacterium_sp._XYC	d__Bacteria;<br>p__Nitrospirae;<br>c__Nitrospira;<br>o__Nitrospirales;<br>f__Nitrospiraceae;<br>g__Candidatus Magnetobacterium;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__XYC;<br>s__XYC sp018606805	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018606805.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_018606805.1"">GTDB</a>"	SAMN18384534	PRJNA400260	JAGYWI000000000	Illumina HiSeq	2021-06-01 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Identification and Genomic Characterization of Two Previously Unknown Magnetotactic Nitrospirae	34385986.0	10.3389/fmicb.2021.690052	2021	Wensi Zhang	China: Shaanxi, Xianyang Lake	freshwater	34.33 N 108.72 E	(34.3287908, 108.7211303, 0.0)	34.3287908	108.7211303	99.94	1.82	High	91	361266	3588292	37.75	130433	130433	Scaffold
GCA_020523885.1	Candidatus_Liberimonas_magnetica_DUR002	d__Bacteria;<br>p__Elusimicrobia;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Elusimicrobiota;<br>c__Endomicrobia;<br>o__Endomicrobiales;<br>f__JAFGIL01;<br>g__JAJAPY01;<br>s__JAJAPY01 sp020523885	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020523885.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_020523885.1"">GTDB</a>"	SAMN22164178	PRJNA769424	JAJAPY000000000	Oxford Nanopore MinION	2021-10-18 00:00:00	Research Center of Biotechnology RAS	Recovery and genome reconstruction of novel magnetotactic Elusimicrobiota from bog soil	36302955.0	10.1038/s41396-022-01339-z	2022	Maria Uzun	Russia: Moscow Region, Durykino ravine	bog soil	56.048889 N 37.164722 E	(56.0504784, 37.1536644, 0.0)	56.0504784	37.1536644	94.38	0.0	High	29	432506	3394123	39.76	185704	119702	Scaffold
GCA_020523905.1	Candidatus_Obscuribacterium_magneticum_DUR003	d__Bacteria;<br>p__Elusimicrobia;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Elusimicrobiota;<br>c__Elusimicrobia;<br>o__F11;<br>f__F11;<br>g__FEN-1177;<br>s__FEN-1177 sp020523905	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020523905.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_020523905.1"">GTDB</a>"	SAMN22164179	PRJNA769424	JAJAPZ000000000	Oxford Nanopore MinION	2021-10-18 00:00:00	Research Center of Biotechnology RAS	Recovery and genome reconstruction of novel magnetotactic Elusimicrobiota from bog soil	36302955.0	10.1038/s41396-022-01339-z	2022	Maria Uzun	Russia: Moscow Region, Durykino ravine	bog soil	56.048889 N 37.164722 E	(56.0504784, 37.1536644, 0.0)	56.0504784	37.1536644	75.84	3.37	Medium	137	184798	2891406	52.84	46489	46489	Scaffold
GCA_022321325.1	Candidatus_Magnetominusculus_sp._LBB02	d__Bacteria;<br>p__Nitrospirae;<br>c__Nitrospira;<br>o__Nitrospirales;<br>f__Nitrospiraceae;<br>g__Candidatus Magnetominusculus;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetominusculus;<br>s__Magnetominusculus sp022321325	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022321325.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_022321325.1"">GTDB</a>"	SAMN25538131	PRJNA802353	JAKOEO000000000	DNBSEQ (MGI); Oxford Nanopore Technologies (ONT)	2022-02-17 00:00:00	SciBear OU	Detection of interphylum transfers of the magnetosome gene cluster in magnetotactic bacteria	35979495.0	10.3389/fmicb.2022.945734	2022	Maria Uzun	Russia: Moscow region, Shatura district, Lake Beloe Bordukovskoe	freshwater	55.63 N 39.74 E	(55.6201778, 39.7283484, 0.0)	55.6201778	39.7283484	91.52	0.0	High	142	137133	3471208	47.48	44214	19684	Scaffold
GCA_022321425.1	Syntrophales_bacterium_LBB04			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022321425.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_022321425.1"">GTDB</a>"	SAMN25538218	PRJNA802356	JAKOEP000000000	DNBSEQ (MGI); Oxford Nanopore Technologies (ONT)	2022-02-17 00:00:00	SciBear OU	Detection of interphylum transfers of the magnetosome gene cluster in magnetotactic bacteria	35979495.0	10.3389/fmicb.2022.945734	2022	Maria Uzun	Russia: Moscow region, Shatura district, Lake Beloe Bordukovskoe	freshwater	55.63 N 39.74 E	(55.6201778, 39.7283484, 0.0)	55.6201778	39.7283484	60.18	0.0	Medium	2129	31737	4495917	50.45	2222	2212	Scaffold
GCA_024275975.1	Nitrospirota_bacterium_Dive96_bin3.242	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__UBA6898;<br>g__JAJRYC01;<br>s__JAJRYC01 sp024275975	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_024275975.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_024275975.1"">GTDB</a>"	SAMN22253383	PRJNA771178	JAJRYC000000000	Illumina Hiseq X-ten	2022-07-15 00:00:00	Second Organization of Oceanography, State Oceanic Administration	Metagenomic Features Characterized with Microbial Iron Oxidoreduction and Mineral Interaction in Southwest Indian Ridge	36286994.0	10.1128/spectrum.00614-22	2022	YW Zhong, et al.	Indian Ocean: Longqi hydrothermal vent field, ultraslow-spreading Southwestern Indian Ridge	hydrothermal vent microbiome	37.78 S 49.64 E		-37.78	49.64	98.06	0.91	High	111	118029	2513600	46.6	32562	32562	Contig
GCA_900093605.1	Candidatus_Terasakiella_magnetica_PR-1			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_900093605.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_900093605.1"">GTDB</a>"	SAMEA4346298	PRJEB14583	FLYE00000000	-	2016-08-26 00:00:00	CNRS	Genomic study of a novel magnetotactic Alphaproteobacteria uncovers the multiple ancestry of magnetotaxis	30043533.0	10.1111/1462-2920.14364	2018	Caroline L Monteil	France: Pointe Rouge Marina in Marseille	marine	43.24398450838104, 5.365513234566837	(43.243975649999996, 5.365716371842706, 0.0)	43.24397565	5.36571637184271	100.0	0.62	High	32	710783	3682454	45.97	253666	253666	Contig
GCA_900170035.1	Desulfamplus_magnetovallimortis_BW-1			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_900170035.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_900170035.1"">GTDB</a>"	SAMEA100367668	PRJEB14757	FWEV00000000	-	2017-03-29 00:00:00	CNRS	Desulfamplus magnetovallimortis gen. nov., sp. nov., a magnetotactic bacterium from a brackish desert spring able to biomineralize greigite and magnetite, that represents a novel lineage in the Desulfobacteraceae	28622795.0	10.1016/j.syapm.2017.05.001	2017	Elodie C T Descamps	USA: Death Valley National Park	brackish	36.51174265397417, -117.07949679803254	(36.29256785, -117.19885209898713, 0.0)	36.29256785	-117.198852098987	95.97	2.15	High	108	1093269	6677998	40.72	274785	52376	Scaffold
GCA_900659855.1	uncultured_Desulfobacteraceae_bacterium_CR-1	d__Bacteria;<br>p__Proteobacteria;<br>c__Deltaproteobacteria;<br>o__Desulfobacterales;<br>f__Desulfobacteraceae;<br>g__;<br>s__	d__Bacteria;<br>p__Desulfobacterota;<br>c__Desulfobacteria;<br>o__Desulfobacterales;<br>f__CR-1;<br>g__CR-1;<br>s__CR-1 sp900659855	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_900659855.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_900659855.1"">GTDB</a>"	SAMEA5216008	PRJEB30760	CAACVI000000000	-	2019-04-11 00:00:00	Genoscope CEA	Ectosymbiotic bacteria at the origin of magnetoreception in a marine protist	31036911.0	10.1038/s41564-019-0432-7	2019	CL Monteil, et al.	France: Carry-le-Rouet	marine	43.334222° N, 5.175278° E	(43.3347308, 5.1751194913, 0.0)	43.3347308	5.1751194913	98.06	1.29	High	46	505962	3253206	54.03	317600	317600	Contig
GCA_902725215.1	Rhodospirillaceae_bacterium_LM-1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Rhodospirillales;<br>f__Rhodospirillaceae;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Alphaproteobacteria;<br>o__Rhodospirillales;<br>f__WMHbin7;<br>g__WMHbin7;<br>s__WMHbin7 sp902725215	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_902725215.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_902725215.1"">GTDB</a>"	SAMEA6378407	PRJEB35448	CACUVI000000000	-	2020-01-16 00:00:00	CNRS	Repeated horizontal gene transfers triggered parallel evolution of magnetotaxis in two evolutionary divergent lineages of magnetotactic bacteria	32296121.0	10.1038/s41396-020-0647-x	2020	CL Monteil, et al.	Boulder Beach, Lake Mead, Nevada	freshwater	"36.0461°N
114.7965°W"	(36.0427571, -114.7999856, 0.0)	36.0427571	-114.7999856	98.51	0.0	High	24	535938	3571800	59.52	364589	364589	Contig
GCA_902729415.1	Candidatus_Terasakiella_magnetica_PR1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Rhodospirillales;<br>f__Terasakiellaceae;<br>g__Terasakiella;<br>s__Candidatus Terasakiella magnetica	d__Bacteria;<br>p__Pseudomonadota;<br>c__Alphaproteobacteria;<br>o__Rhodospirillales;<br>f__Magnetospirillaceae;<br>g__Phaeospirillum;<br>s__Phaeospirillum magnetica_A	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_902729415.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_902729415.1"">GTDB</a>"	SAMEA4346298	PRJEB35444	CACVCF000000000	-	2020-02-27 00:00:00	CNRS	Repeated horizontal gene transfers triggered parallel evolution of magnetotaxis in two evolutionary divergent lineages of magnetotactic bacteria	32296121.0	10.1038/s41396-020-0647-x	2020	CL Monteil, et al.	France: Couze Pavin, Auvergne	freshwater	45°30′35.0″N, 2°54′12.6″E	(45.5088229, 2.9018778, 0.0)	45.5088229	2.9018778	100.0	1.26	High	122	287696	4205848	62.83	100312	97241	Scaffold
GCA_902729425.1	Magnetospirillum_sp._SS-4			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_902729425.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_902729425.1"">GTDB</a>"	SAMEA6378406	PRJEB35447	CACVCH000000000	-	2020-02-12 00:00:00	CNRS	Repeated horizontal gene transfers triggered parallel evolution of magnetotaxis in two evolutionary divergent lineages of magnetotactic bacteria	32296121.0	10.1038/s41396-020-0647-x	2020	CL Monteil, et al.	"Alamo River near the
Salton Sea, California"	brackish	"33.1993° N
115.5973° W"	(33.201109, -115.602421, 0.0)	33.201109	-115.602421	100.0	0.25	High	101	443645	4518863	66.03	175174	145995	Scaffold
GCA_902729435.1	Magnetospirillum_sp._UT-4			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_902729435.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_902729435.1"">GTDB</a>"	SAMEA6378405	PRJEB35446	CACVCG000000000	-	2020-02-12 00:00:00	CNRS	Repeated horizontal gene transfers triggered parallel evolution of magnetotaxis in two evolutionary divergent lineages of magnetotactic bacteria	32296121.0	10.1038/s41396-020-0647-x	2020	CL Monteil, et al.	"Pond near Zion National
Park, Utah"	freshwater	"37.2399°N
113.1497°W"	(37.2452462, -113.1446629, 0.0)	37.2452462	-113.1446629	99.5	0.5	High	94	233061	4005051	68.88	92932	80597	Scaffold
GCA_902729445.1	Magnetospirillum_sp._LM-5			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_902729445.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_902729445.1"">GTDB</a>"	SAMEA6378404	PRJEB35445	CACVCE000000000	-	2020-02-12 00:00:00	CNRS	Repeated horizontal gene transfers triggered parallel evolution of magnetotaxis in two evolutionary divergent lineages of magnetotactic bacteria	32296121.0	10.1038/s41396-020-0647-x	2020	CL Monteil, et al.	"Boulder Beach,
Lake Mead, Nevada"	freshwater	"36.0461°N
114.7965°W"	(36.0427571, -114.7999856, 0.0)	36.0427571	-114.7999856	100.0	1.0	High	71	323312	3903923	65.48	141579	141579	Scaffold
GCA_937425535.1	Rhodovastum_atsumiense_G2-11			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_937425535.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_937425535.1"">GTDB</a>"	SAMEA13915331	PRJEB52102		-	2022-05-03 00:00:00	Genoscope CEA	Silent gene clusters encode magnetic organelle biosynthesis in a non-magnetotactic phototrophic bacterium	36517527.0	10.1038/s41396-022-01348-y	2023	M V Dziuba	Japan: Atsumi Peninsula	freshwater	34°43′N, 137°22′E	34.716389, 137.366607	34.716389	137.366607	99.5	0.54	High	9	6482810	7423543	68.56	6482810	6482810	Complete Genome
IMG_2264265205	Planctomycetes_bacterium_SCGC_JGI090-P21			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/IMG_2264265205"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=IMG_2264265205"">GTDB</a>"	SAMN02745919	PRJNA165609	-	-	2015-08-06 00:00:00	-	Unravelling the diversity of magnetotactic bacteria through analysis of open genomic databases	32737307.0	10.1038/s41597-020-00593-0	2020	Maria Uzun	Greece: Aitoliko Lagoon	brackish	38.4825 N 21.315 E	(38.4884872, 21.2875175, 0.0)	38.4884872	21.2875175	38.87	2.19	Low	242	43469	1230646	49.2	12722	-	-
IMG_2651870060	Unclassified_Nitrospina_Bin_25			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/IMG_2651870060"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=IMG_2651870060"">GTDB</a>"	-	-	-	-	2016-12-19 00:00:00	-	Unravelling the diversity of magnetotactic bacteria through analysis of open genomic databases	32737307.0	10.1038/s41597-020-00593-0	2020	Maria Uzun	northern gulf of mexico hypoxic zone	brackish	25.559724256587067, -90.38104391023542		25.55972	-90.381043	92.31	4.27	High	431	56394	4158979	37.69	11956	-	-
IMG_3300001419	Rhodospirillaceae_bacterium_MAG_01419_mvb_30			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/IMG_3300001419"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=IMG_3300001419"">GTDB</a>"	SAMN13494278	PRJNA593847		-	-	-	Unravelling the diversity of magnetotactic bacteria through analysis of open genomic databases	32737307.0	10.1038/s41597-020-00593-0	2020	M Uzun, et al.	Greece: Etoliko Lagoon	brackish	38.4825 N 21.315 E	(38.4884872, 21.2875175, 0.0)	38.4884872	21.2875175	94.58	4.1	High	477	31874	2811682	55.72	7268	-	-
IMG_3300015153	Omnitrophica_bacterium_SCGC_AG-290-C17			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/IMG_3300015153"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=IMG_3300015153"">GTDB</a>"	SAMN07630144	PRJNA404658	-	Illumina NextSeq-HO	2017-06-04 00:00:00	-	Unravelling the diversity of magnetotactic bacteria through analysis of open genomic databases	32737307.0	10.1038/s41597-020-00593-0	2020	Maria Uzun	USA: Nevada	freshwater, cold creek	36.9648 N 116.7241 W	(37.1312714, -116.8425033, 0.0)	37.1312714	-116.8425033	62.84	0.0	Medium	171	37668	1712617	48.6	13921	-	-
IMG_3300022116	Uncultured_microorganism_SbSrfc_SA12_01_D19			"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/IMG_3300022116"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=IMG_3300022116"">GTDB</a>"	SAMN08778123	PRJNA441863	-	Illumina NextSeq-HO	2018-02-10 00:00:00	-	Unravelling the diversity of magnetotactic bacteria through analysis of open genomic databases	32737307.0	10.1038/s41597-020-00593-0	2020	Maria Uzun	Sweden: Oskarshamn	groundwater	57.4344 N 16.6600 E	(57.4354483, 16.6691272, 0.0)	57.4354483	16.6691272	49.13	0.0	Low	175	102060	2501480	52.6	25257	-	-
